Flight_ID,Airline,Aircraft_Type,Aircraft_Age_Years,Flight_Phase,Departure_Airport_Code,Arrival_Airport_Code,Flight_Duration_Hours,Last_Maintenance_Hours,Engine_Hours_Since_Overhaul,Pilot_Experience_Hours,CoPilot_Experience_Hours,Number_of_Crew,Total_Onboard,Cargo_Weight_KG,Date,Time_UTC,Season,Visibility_KM,Wind_Speed_KNOTS,Wind_Direction_Degrees,Temperature_Celsius,Precipitation_MM,Weather_Condition,Turbulence_Severity,Departure_Airport_Elevation_FT,Arrival_Airport_Elevation_FT,Route_Complexity,Air_Traffic_Density,Accident,Accident_Severity,Fatalities,Injuries,Aircraft_Damage,Cause_Category
F202412191416,Star Air,Airbus A321,21,En_Route,GOI,ATQ,3.14,1074,2731,16987,1024,10,310,7607,2024-12-19,01:22,Summer,4.23,8,60,15.7,0.0,Cloudy,Moderate,189,765,Multiple_Waypoints,Medium,0,,0,0,,
F202502261417,Star Air,Boeing 737,2,Taxi,CCU,IXB,1.29,1490,4467,18352,16621,4,93,7867,2025-02-26,12:26,Summer,2.73,23,167,29.3,0.0,Clear,Moderate,18,412,Multiple_Waypoints,High,0,,0,0,,
F202304191418,Akasa Air,Embraer E190,2,Parked,GOI,DEL,3.53,283,5111,6654,5691,4,164,143,2023-04-19,05:12,Summer,8.76,25,275,24.3,0.0,Cloudy,Moderate,189,777,Mountainous_Terrain,Low,0,,0,0,,
F202501221419,Alliance Air,Embraer E190,5,Takeoff,GAU,BLR,4.6,1542,2026,4763,765,12,299,9616,2025-01-22,05:58,Summer,6.82,35,82,40.4,0.0,Cloudy,None,158,3000,Multiple_Waypoints,Medium,1,Minor_Incident,0,2,Minor,Mechanical_Failure
F202404131420,Alliance Air,Boeing 787,6,En_Route,BOM,PNQ,4.5,110,4446,4335,2590,4,359,5122,2024-04-13,14:18,Summer,9.06,28,172,36.4,0.0,Clear,Severe,39,1863,Direct,High,0,,0,0,,
F202405101421,Alliance Air,Boeing 737,18,Takeoff,BLR,ATQ,3.56,403,5998,16445,933,9,366,9746,2024-05-10,12:25,Summer,3.68,35,200,31.8,0.0,Dust_Storm,Light,3000,765,Direct,Low,0,,0,0,,
F202107021422,Air India,Airbus A321,20,Taxi,BOM,GAU,1.07,1547,1350,19405,4507,12,210,2468,2021-07-02,19:57,Monsoon,1.99,39,228,29.3,4.66,Cloudy,Severe,39,158,Mountainous_Terrain,High,0,,0,0,,
F202209131423,FlyBig,Embraer E190,11,Landing,MAA,BLR,2.81,1902,1867,2694,1019,12,245,7587,2022-09-13,11:10,Monsoon,4.37,34,127,10.4,5.16,Cloudy,Severe,33,3000,Mountainous_Terrain,High,0,,0,0,,
F202502181424,Vistara,ATR 72,9,En_Route,HYD,BLR,2.95,452,2302,8327,1901,8,138,643,2025-02-18,10:08,Summer,2.49,23,261,10.3,0.0,Clear,Light,2024,3000,Mountainous_Terrain,Low,0,,0,0,,
F202205111425,FlyBig,Airbus A320,24,En_Route,AMD,BBI,2.65,673,2443,3421,641,6,289,6300,2022-05-11,14:22,Summer,8.69,4,54,10.6,0.0,Clear,Moderate,192,85,Multiple_Waypoints,Low,0,,0,0,,
F202011041426,Star Air,Airbus A321,16,Taxi,ATQ,BOM,0.85,1327,3019,10306,8496,12,169,9452,2020-11-04,02:02,Summer,4.84,18,290,16.6,0.0,Clear,Light,765,39,Multiple_Waypoints,Medium,0,,0,0,,
F202404081427,Akasa Air,Airbus A320,21,Taxi,BLR,BOM,4.9,736,6779,2938,2140,11,180,2448,2024-04-08,11:13,Summer,6.8,8,123,36.3,0.0,Dust_Storm,Light,3000,39,Direct,Low,0,,0,0,,
F202402141428,Air India,ATR 72,1,Taxi,GOI,DEL,4.46,1667,5214,8956,4666,7,317,3762,2024-02-14,18:26,Summer,1.97,20,285,43.3,0.0,Clear,Severe,189,777,Direct,Low,0,,0,0,,
F202303291429,Vistara,ATR 72,2,Parked,IXB,HYD,2.11,774,3572,11519,2848,12,310,6050,2023-03-29,08:59,Summer,2.27,33,340,26.9,0.0,Clear,Light,412,2024,Multiple_Waypoints,High,0,,0,0,,
F202410251430,FlyBig,Boeing 737,4,Taxi,BOM,BLR,1.89,1043,6674,11064,656,11,301,9595,2024-10-25,07:27,Summer,4.67,10,169,44.2,0.0,Clear,Severe,39,3000,Direct,High,0,,0,0,,
F202203131431,FlyBig,ATR 72,4,Parked,ATQ,BBI,0.73,1234,3438,4207,709,4,237,5427,2022-03-13,02:33,Summer,0.96,33,300,42.2,0.0,Dust_Storm,Moderate,765,85,Mountainous_Terrain,High,0,,0,0,,
F202008071432,Alliance Air,ATR 72,23,Taxi,COK,BLR,1.46,781,6854,9958,1647,10,346,1525,2020-08-07,01:17,Monsoon,1.08,14,10,21.7,12.06,Cloudy,Light,30,3000,Direct,Medium,0,,0,0,,
F202403151433,Air India,Dornier Do 228,19,Landing,BLR,BOM,2.67,1465,6838,7405,5598,8,372,6615,2024-03-15,21:14,Summer,7.24,16,103,19.9,0.0,Clear,Moderate,3000,39,Mountainous_Terrain,Medium,0,,0,0,,
F202201211434,Air India,Dornier Do 228,25,En_Route,COK,GAU,3.39,844,2179,8925,2460,12,210,8492,2022-01-21,20:48,Summer,9.52,39,48,13.7,0.0,Clear,Light,30,158,Mountainous_Terrain,Medium,0,,0,0,,
F202108311435,SpiceJet,Boeing 787,15,Landing,GOI,IXB,4.04,1500,4122,15671,13920,11,213,8583,2021-08-31,09:00,Monsoon,9.03,9,143,42.5,12.54,Cloudy,Moderate,189,412,Multiple_Waypoints,Medium,0,,0,0,,
F202307251436,FlyBig,Boeing 737,15,Taxi,BBI,GAU,2.22,1089,5117,10180,9486,6,56,9212,2023-07-25,17:04,Monsoon,8.87,36,146,15.9,1.36,Cloudy,Severe,85,158,Mountainous_Terrain,High,0,,0,0,,
F202403141437,FlyBig,Dornier Do 228,17,Parked,COK,MAA,4.68,1155,1559,12606,5410,5,366,3461,2024-03-14,00:59,Summer,7.21,7,78,27.7,0.0,Clear,Moderate,30,33,Multiple_Waypoints,High,0,,0,0,,
F202301031438,Akasa Air,Boeing 787,24,Takeoff,PNQ,GOI,3.21,1051,4075,7640,2494,8,51,3567,2023-01-03,12:56,Summer,7.39,15,20,19.2,0.0,Cloudy,Light,1863,189,Mountainous_Terrain,Medium,0,,0,0,,
F202112231439,Vistara,Airbus A321,16,En_Route,MAA,HYD,1.64,602,6052,5533,4510,10,392,3254,2021-12-23,18:42,Summer,4.69,19,12,16.4,0.0,Cloudy,Severe,33,2024,Mountainous_Terrain,High,0,,0,0,,
F202303121440,IndiGo,Boeing 787,19,Takeoff,CCU,COK,3.75,1972,7460,11714,8298,6,304,2959,2023-03-12,03:57,Summer,9.22,40,302,14.9,0.0,Clear,Moderate,18,30,Direct,High,0,,0,0,,
F202308271441,Air India,Dornier Do 228,25,En_Route,BLR,IXB,0.89,501,7982,17576,1014,5,384,3878,2023-08-27,17:56,Monsoon,1.06,4,209,19.4,12.48,Cloudy,None,3000,412,Direct,Low,0,,0,0,,
F202212141442,Air India,ATR 72,6,Takeoff,CCU,GAU,3.87,890,5215,10851,6741,12,322,7836,2022-12-14,07:31,Summer,2.0,3,244,23.5,0.0,Clear,Severe,18,158,Direct,High,0,,0,0,,
F202303271443,Air India,Airbus A321,1,Landing,COK,BLR,1.28,1628,6253,11506,4631,9,361,4920,2023-03-27,05:28,Summer,4.9,31,265,13.0,0.0,Clear,Moderate,30,3000,Mountainous_Terrain,High,0,,0,0,,
F202110061444,FlyBig,Airbus A321,8,Takeoff,CCU,COK,2.17,268,4635,16992,15374,12,395,6603,2021-10-06,00:22,Summer,4.13,39,278,28.7,0.0,Clear,Moderate,18,30,Direct,High,0,,0,0,,
F202106021445,Air India,Boeing 737,12,Landing,GAU,HYD,1.29,229,3860,16762,2534,6,226,7617,2021-06-02,12:23,Monsoon,1.86,32,94,20.7,5.64,Rain,None,158,2024,Multiple_Waypoints,High,0,,0,0,,
F202202251446,Vistara,Airbus A320,4,Landing,BOM,BLR,1.55,1113,6998,9158,2286,12,329,7598,2022-02-25,04:02,Summer,5.68,26,243,28.9,0.0,Clear,Moderate,39,3000,Mountainous_Terrain,High,0,,0,0,,
F202305271447,Akasa Air,Boeing 787,15,Takeoff,AMD,MAA,4.19,739,6546,4158,2664,12,166,9336,2023-05-27,14:21,Summer,3.19,19,312,17.7,0.0,Clear,None,192,33,Direct,Medium,0,,0,0,,
F202203051448,SpiceJet,Embraer E190,4,En_Route,BBI,BLR,0.76,1704,7280,11762,8016,10,158,8045,2022-03-05,12:09,Summer,7.33,40,40,34.2,0.0,Cloudy,Moderate,85,3000,Direct,Medium,0,,0,0,,
F202102191449,IndiGo,Boeing 737,12,En_Route,MAA,AMD,4.25,1637,4080,7533,3748,9,166,815,2021-02-19,02:10,Summer,2.76,8,90,40.9,0.0,Cloudy,Moderate,33,192,Direct,Medium,0,,0,0,,
F202506061450,FlyBig,ATR 72,19,Taxi,GAU,IXB,4.33,1140,3489,7521,2159,12,68,5719,2025-06-06,04:58,Monsoon,5.38,7,46,38.9,5.15,Rain,Moderate,158,412,Direct,Medium,0,,0,0,,
F202101281451,Star Air,Dornier Do 228,3,En_Route,AMD,ATQ,4.35,984,1696,18472,6372,7,147,5406,2021-01-28,21:20,Summer,2.14,22,151,30.0,0.0,Cloudy,None,192,765,Mountainous_Terrain,High,0,,0,0,,
F202302191452,IndiGo,Airbus A320,20,En_Route,GAU,DEL,1.19,1274,4504,6227,2987,7,83,1207,2023-02-19,02:58,Summer,8.47,34,240,39.8,0.0,Clear,Moderate,158,777,Direct,High,0,,0,0,,
F202407151453,Alliance Air,Embraer E190,19,En_Route,DEL,GOI,4.19,214,7209,4783,585,10,109,6075,2024-07-15,01:50,Monsoon,8.61,6,74,26.5,9.19,Rain,Severe,777,189,Direct,Low,0,,0,0,,
F202411031454,FlyBig,Boeing 737,6,En_Route,DEL,PNQ,1.33,821,3656,12969,8377,10,134,5963,2024-11-03,05:46,Summer,4.49,28,12,31.0,0.0,Clear,Severe,777,1863,Direct,Low,0,,0,0,,
F202309221455,FlyBig,Airbus A320,16,Taxi,BOM,GAU,3.33,1496,5996,3559,1234,8,314,6157,2023-09-22,02:56,Monsoon,2.04,36,284,11.9,6.42,Rain,Light,39,158,Multiple_Waypoints,Low,0,,0,0,,
F202209051456,Vistara,Dornier Do 228,11,Landing,HYD,MAA,1.24,415,2419,2712,1683,8,333,4406,2022-09-05,20:06,Monsoon,3.63,34,191,20.0,12.69,Rain,None,2024,33,Direct,High,0,,0,0,,
F202008261457,IndiGo,Airbus A320,4,Takeoff,PNQ,BBI,2.24,1199,6990,14305,4393,8,279,9983,2020-08-26,16:43,Monsoon,1.88,17,15,42.8,11.83,Rain,None,1863,85,Direct,Medium,0,,0,0,,
F202302221458,FlyBig,ATR 72,17,Takeoff,PNQ,GAU,2.61,504,4513,3504,1762,5,142,1834,2023-02-22,23:20,Summer,8.9,26,171,39.7,0.0,Cloudy,Light,1863,158,Multiple_Waypoints,Medium,0,,0,0,,
F202505121459,FlyBig,Dornier Do 228,25,Takeoff,GOI,IXB,4.93,1706,2202,12066,5703,8,121,8621,2025-05-12,09:55,Summer,2.14,13,358,30.1,0.0,Cloudy,Severe,189,412,Direct,High,0,,0,0,,
F202401041460,IndiGo,Boeing 737,18,En_Route,HYD,BLR,2.29,202,7591,15490,7984,6,64,6737,2024-01-04,12:19,Summer,9.33,39,197,37.1,0.0,Clear,None,2024,3000,Multiple_Waypoints,Low,0,,0,0,,
F202203291461,Star Air,Dornier Do 228,10,En_Route,BLR,GOI,1.99,1680,2208,5053,3997,11,188,4335,2022-03-29,05:41,Summer,5.97,21,225,42.1,0.0,Clear,Severe,3000,189,Multiple_Waypoints,Low,0,,0,0,,
F202210011462,Star Air,Embraer E190,20,Takeoff,DEL,GOI,2.86,355,3963,2053,795,8,111,649,2022-10-01,08:24,Summer,2.22,11,40,12.8,0.0,Clear,Moderate,777,189,Direct,Medium,0,,0,0,,
F202408111463,Alliance Air,Airbus A321,17,En_Route,CCU,ATQ,2.76,1772,6518,11019,2426,10,180,8206,2024-08-11,06:08,Monsoon,9.38,13,343,15.2,0.34,Cloudy,Severe,18,765,Multiple_Waypoints,Low,0,,0,0,,
F202107241464,Akasa Air,Dornier Do 228,10,Landing,BBI,CCU,4.55,1730,1646,3769,3173,4,324,6578,2021-07-24,09:24,Monsoon,1.07,35,219,18.1,2.32,Cloudy,Light,85,18,Mountainous_Terrain,High,0,,0,0,,
F202011211465,Alliance Air,ATR 72,1,Taxi,GOI,ATQ,4.69,698,5036,15597,13337,5,185,9274,2020-11-21,07:08,Summer,1.46,27,352,33.6,0.0,Clear,Severe,189,765,Direct,Low,0,,0,0,,
F202009121466,IndiGo,Airbus A320,23,En_Route,PNQ,BOM,2.06,1485,4714,8015,7037,10,267,1572,2020-09-12,13:04,Monsoon,9.3,6,247,18.3,5.48,Cloudy,Moderate,1863,39,Direct,High,0,,0,0,,
F202206041467,Alliance Air,ATR 72,13,Landing,AMD,BLR,0.9,873,3215,6640,675,8,308,4689,2022-06-04,04:02,Monsoon,8.25,17,291,22.1,6.15,Cloudy,Moderate,192,3000,Direct,High,0,,0,0,,
F202503041468,Akasa Air,Boeing 737,14,Parked,ATQ,IXB,3.13,200,4015,13331,3744,7,94,8290,2025-03-04,01:47,Summer,4.48,15,343,44.4,0.0,Clear,Severe,765,412,Mountainous_Terrain,Medium,0,,0,0,,
F202304111469,FlyBig,ATR 72,4,Parked,HYD,COK,2.75,1429,7790,7037,3339,12,211,6606,2023-04-11,09:06,Summer,2.69,1,102,37.6,0.0,Clear,None,2024,30,Multiple_Waypoints,High,0,,0,0,,
F202209201470,Alliance Air,Boeing 787,10,Parked,MAA,BLR,4.07,1780,1207,17449,13051,7,57,9079,2022-09-20,01:56,Monsoon,9.5,19,268,32.9,2.57,Rain,Severe,33,3000,Direct,Low,0,,0,0,,
F202202151471,FlyBig,Embraer E190,1,Takeoff,BOM,ATQ,1.4,1306,7063,7245,5556,12,328,9536,2022-02-15,05:31,Summer,0.7,34,209,12.5,0.0,Clear,Light,39,765,Mountainous_Terrain,Medium,0,,0,0,,
F202008271472,SpiceJet,ATR 72,12,En_Route,MAA,AMD,3.32,476,792,1684,785,4,351,7561,2020-08-27,23:29,Monsoon,0.53,1,154,20.4,5.11,Rain,Moderate,33,192,Multiple_Waypoints,High,1,Fatal_Accident,314,30,Substantial,Mechanical_Failure
F202308311473,Star Air,Boeing 787,24,En_Route,PNQ,ATQ,3.33,1733,4709,1341,559,4,120,9994,2023-08-31,16:18,Monsoon,5.67,0,296,12.9,12.69,Rain,Moderate,1863,765,Multiple_Waypoints,Medium,0,,0,0,,
F202108241474,Star Air,Airbus A320,7,Parked,GOI,DEL,4.14,958,6378,19242,14384,9,242,9714,2021-08-24,14:58,Monsoon,7.0,8,47,26.1,11.77,Thunderstorms,Moderate,189,777,Multiple_Waypoints,Low,0,,0,0,,
F202111281475,Alliance Air,ATR 72,5,Landing,PNQ,BOM,4.53,268,6626,16611,6240,9,137,5521,2021-11-28,11:01,Summer,0.55,3,10,20.8,0.0,Clear,Moderate,1863,39,Mountainous_Terrain,High,0,,0,0,,
F202206121476,Vistara,Airbus A321,25,En_Route,MAA,PNQ,4.3,747,6877,10123,6020,12,123,5745,2022-06-12,23:48,Monsoon,4.24,25,72,28.4,8.64,Cloudy,Moderate,33,1863,Mountainous_Terrain,Medium,0,,0,0,,
F202110171477,Air India,Embraer E190,6,Takeoff,MAA,BBI,2.2,872,4740,18433,8351,10,250,7029,2021-10-17,17:27,Summer,4.59,32,157,42.9,0.0,Cloudy,Severe,33,85,Multiple_Waypoints,Medium,0,,0,0,,
F202107071478,Air India,ATR 72,15,Parked,IXB,MAA,2.25,1323,4533,5943,1665,12,300,9099,2021-07-07,05:57,Monsoon,8.51,16,207,26.4,3.46,Thunderstorms,None,412,33,Mountainous_Terrain,Low,0,,0,0,,
F202405101479,Air India,ATR 72,1,Parked,PNQ,ATQ,3.74,1647,4807,17276,684,4,115,7926,2024-05-10,21:50,Summer,8.26,27,197,44.7,0.0,Clear,Severe,1863,765,Mountainous_Terrain,Low,0,,0,0,,
F202309251480,Air India,ATR 72,21,Landing,GAU,COK,0.89,853,524,19987,15596,11,324,6101,2023-09-25,05:28,Monsoon,6.68,32,339,19.7,13.32,Cloudy,Severe,158,30,Direct,Low,0,,0,0,,
F202107241481,Air India,Dornier Do 228,21,Landing,BBI,BLR,0.69,127,1102,2239,925,9,198,8712,2021-07-24,08:55,Monsoon,5.92,33,351,12.5,9.02,Thunderstorms,Light,85,3000,Mountainous_Terrain,High,0,,0,0,,
F202208061482,FlyBig,Boeing 787,15,Takeoff,IXB,PNQ,3.52,1580,787,8472,3822,7,256,7998,2022-08-06,06:53,Monsoon,2.47,10,337,20.5,4.29,Rain,Moderate,412,1863,Mountainous_Terrain,Low,0,,0,0,,
F202310181483,Air India,Airbus A320,21,Parked,AMD,PNQ,0.54,1744,6154,13697,5441,9,177,8751,2023-10-18,10:27,Summer,8.69,5,50,38.6,0.0,Cloudy,Severe,192,1863,Direct,Medium,0,,0,0,,
F202010221484,IndiGo,Boeing 787,4,En_Route,IXB,BOM,2.63,189,5276,9784,2800,6,379,5334,2020-10-22,11:58,Summer,8.14,40,152,44.5,0.0,Clear,Moderate,412,39,Direct,Low,0,,0,0,,
F202412091485,Star Air,Embraer E190,14,Parked,BOM,HYD,3.16,804,6244,9875,3842,5,235,4932,2024-12-09,09:18,Summer,5.19,22,43,24.6,0.0,Clear,Light,39,2024,Mountainous_Terrain,Medium,0,,0,0,,
F202210291486,Alliance Air,Airbus A320,9,En_Route,BLR,BOM,0.87,181,3404,7819,5894,11,310,6537,2022-10-29,06:55,Summer,6.83,39,282,29.2,0.0,Clear,Light,3000,39,Mountainous_Terrain,Low,0,,0,0,,
F202112091487,Akasa Air,Dornier Do 228,2,En_Route,PNQ,BOM,1.04,353,1939,6190,3884,5,75,969,2021-12-09,20:18,Summer,6.27,7,121,23.5,0.0,Clear,Light,1863,39,Multiple_Waypoints,High,0,,0,0,,
F202402141488,Alliance Air,Airbus A320,1,Parked,COK,BLR,2.25,1104,3637,12037,3161,8,175,5988,2024-02-14,13:53,Summer,9.53,18,36,34.3,0.0,Cloudy,Moderate,30,3000,Mountainous_Terrain,High,0,,0,0,,
F202011281489,SpiceJet,Boeing 737,7,En_Route,ATQ,MAA,3.86,684,6784,3120,2082,5,130,4510,2020-11-28,13:12,Summer,7.28,39,206,22.1,0.0,Cloudy,Light,765,33,Mountainous_Terrain,High,0,,0,0,,
F202108121490,Star Air,Embraer E190,14,Takeoff,ATQ,GOI,3.58,1406,899,7815,6607,6,182,9919,2021-08-12,23:22,Monsoon,1.82,36,62,28.6,10.44,Cloudy,Severe,765,189,Direct,High,0,,0,0,,
F202301071491,SpiceJet,ATR 72,4,Landing,IXB,BBI,1.35,514,508,12735,7908,9,365,8349,2023-01-07,14:32,Summer,4.76,34,155,26.2,0.0,Clear,Moderate,412,85,Mountainous_Terrain,High,0,,0,0,,
F202207221492,Akasa Air,Airbus A321,20,En_Route,AMD,BOM,0.86,815,5085,1760,946,11,387,6947,2022-07-22,15:14,Monsoon,1.86,37,216,18.5,10.97,Cloudy,None,192,39,Direct,Low,0,,0,0,,
F202107101493,Air India,Embraer E190,18,Landing,GOI,GAU,3.64,1661,3001,18379,17501,9,62,7583,2021-07-10,09:57,Monsoon,1.23,2,213,26.1,4.18,Cloudy,Severe,189,158,Multiple_Waypoints,Medium,0,,0,0,,
F202306031494,Air India,Dornier Do 228,16,Landing,BOM,CCU,2.33,995,1494,9671,6756,10,126,2440,2023-06-03,11:19,Monsoon,7.62,23,280,31.9,2.28,Thunderstorms,Light,39,18,Multiple_Waypoints,Medium,1,Serious_Incident,0,8,Minor,External_Factors
F202105111495,Vistara,Boeing 737,18,Parked,ATQ,BLR,4.14,1240,5984,12501,1271,8,120,369,2021-05-11,05:34,Summer,9.14,2,88,44.7,0.0,Clear,Light,765,3000,Multiple_Waypoints,Low,0,,0,0,,
F202411151496,Air India,Boeing 787,19,Landing,BOM,GAU,1.85,619,7934,13380,6154,11,320,78,2024-11-15,00:41,Summer,2.46,30,347,23.8,0.0,Clear,Light,39,158,Multiple_Waypoints,Low,0,,0,0,,
F202101031497,Akasa Air,ATR 72,25,Parked,COK,CCU,2.67,1515,4047,7414,5048,9,72,488,2021-01-03,01:19,Summer,5.66,21,146,42.7,0.0,Clear,Severe,30,18,Direct,Low,0,,0,0,,
F202305121498,FlyBig,Airbus A320,6,Takeoff,ATQ,BBI,2.14,1499,3794,12436,6257,4,371,294,2023-05-12,04:19,Summer,3.64,24,58,31.9,0.0,Cloudy,None,765,85,Multiple_Waypoints,Low,0,,0,0,,
F202201181499,Star Air,Dornier Do 228,19,En_Route,IXB,GAU,2.23,285,2394,8418,1498,8,132,5347,2022-01-18,17:58,Summer,2.76,24,295,38.3,0.0,Clear,Moderate,412,158,Direct,Medium,0,,0,0,,
F202304121500,FlyBig,Embraer E190,8,Takeoff,CCU,BBI,4.08,119,3993,10574,5027,6,225,3704,2023-04-12,10:32,Summer,6.27,32,233,35.9,0.0,Cloudy,Light,18,85,Direct,Medium,0,,0,0,,
F202305101501,SpiceJet,ATR 72,5,Landing,ATQ,IXB,3.81,1099,1275,18291,8406,6,88,2438,2023-05-10,01:03,Summer,4.33,38,260,38.3,0.0,Clear,Moderate,765,412,Direct,Medium,0,,0,0,,
F202106171502,IndiGo,Embraer E190,25,Takeoff,GOI,MAA,2.13,1437,3891,7172,4495,9,367,1232,2021-06-17,09:29,Monsoon,6.02,27,120,21.2,6.19,Cloudy,Severe,189,33,Multiple_Waypoints,Medium,0,,0,0,,
F202410231503,Vistara,Dornier Do 228,5,Taxi,BLR,AMD,0.51,857,7246,6917,2133,12,101,1287,2024-10-23,23:57,Summer,1.97,12,84,28.2,0.0,Clear,Severe,3000,192,Multiple_Waypoints,Medium,0,,0,0,,
F202406061504,IndiGo,Boeing 787,19,Parked,GOI,BBI,2.15,151,6362,8216,2748,6,165,9991,2024-06-06,00:19,Monsoon,8.09,38,125,11.0,0.95,Rain,Light,189,85,Mountainous_Terrain,Low,0,,0,0,,
F202502211505,SpiceJet,Dornier Do 228,11,Takeoff,BLR,GOI,1.96,284,1515,12194,3028,6,142,1864,2025-02-21,18:17,Summer,3.98,40,143,19.4,0.0,Cloudy,None,3000,189,Direct,Low,0,,0,0,,
F202009071506,IndiGo,Boeing 737,22,Takeoff,GOI,CCU,2.03,862,5777,14276,12805,9,79,9779,2020-09-07,13:08,Monsoon,4.3,37,337,28.8,1.19,Rain,Light,189,18,Mountainous_Terrain,Low,0,,0,0,,
F202111061507,FlyBig,Boeing 737,7,Taxi,COK,MAA,0.96,1801,3844,19366,8598,12,129,2021,2021-11-06,13:12,Summer,7.2,12,64,10.9,0.0,Cloudy,Moderate,30,33,Multiple_Waypoints,Low,0,,0,0,,
F202304051508,Alliance Air,ATR 72,4,Taxi,DEL,MAA,3.05,1244,4153,10159,9225,8,174,8667,2023-04-05,17:26,Summer,4.95,19,237,12.8,0.0,Clear,Light,777,33,Direct,High,0,,0,0,,
F202307051509,Akasa Air,ATR 72,21,Parked,IXB,PNQ,0.64,1620,1562,6984,3304,6,70,3304,2023-07-05,17:57,Monsoon,7.76,29,280,41.5,4.9,Rain,Light,412,1863,Direct,High,0,,0,0,,
F202209181510,Vistara,Airbus A320,12,Takeoff,HYD,DEL,0.69,812,5000,7098,516,8,108,3090,2022-09-18,00:27,Monsoon,1.87,4,79,25.7,10.37,Cloudy,None,2024,777,Multiple_Waypoints,Low,0,,0,0,,
F202502281511,Vistara,Boeing 737,22,Takeoff,IXB,HYD,3.94,710,5540,1068,560,6,236,9728,2025-02-28,04:03,Summer,2.67,34,61,18.9,0.0,Cloudy,None,412,2024,Multiple_Waypoints,High,0,,0,0,,
F202212121512,Air India,ATR 72,15,Landing,ATQ,BLR,3.86,1342,2181,14852,12986,7,96,828,2022-12-12,02:28,Summer,6.92,31,248,32.4,0.0,Clear,Light,765,3000,Multiple_Waypoints,High,0,,0,0,,
F202210281513,IndiGo,Airbus A320,23,Landing,GAU,DEL,3.56,1867,5484,15491,11308,5,144,854,2022-10-28,16:45,Summer,4.06,25,151,16.6,0.0,Cloudy,Severe,158,777,Direct,High,0,,0,0,,
F202505301514,FlyBig,Embraer E190,4,Parked,COK,IXB,3.32,1180,6126,17226,9383,10,340,2521,2025-05-30,20:28,Summer,1.72,16,121,20.7,0.0,Clear,Light,30,412,Multiple_Waypoints,Medium,0,,0,0,,
F202411261515,Air India,Airbus A321,4,Landing,AMD,BOM,3.48,1016,6549,3090,568,9,291,1418,2024-11-26,16:43,Summer,6.44,18,111,18.8,0.0,Clear,None,192,39,Mountainous_Terrain,Low,0,,0,0,,
F202102081516,Air India,ATR 72,3,Taxi,MAA,BBI,2.27,749,6638,1579,865,11,129,3384,2021-02-08,02:47,Summer,6.5,4,53,22.6,0.0,Dust_Storm,Severe,33,85,Multiple_Waypoints,High,0,,0,0,,
F202212291517,Akasa Air,Boeing 737,16,Landing,MAA,BOM,1.35,1596,4409,9830,1773,7,334,8863,2022-12-29,04:12,Summer,3.16,7,15,20.2,0.0,Clear,Severe,33,39,Multiple_Waypoints,Medium,0,,0,0,,
F202012181518,Alliance Air,Boeing 737,19,Takeoff,BBI,BLR,4.47,1106,3327,1884,911,11,288,2784,2020-12-18,17:03,Summer,0.78,21,76,35.3,0.0,Clear,None,85,3000,Mountainous_Terrain,Medium,0,,0,0,,
F202207031519,Air India,ATR 72,22,Taxi,COK,GAU,1.11,1998,1385,9014,6795,7,362,9622,2022-07-03,01:14,Monsoon,3.29,35,291,33.0,1.26,Rain,Severe,30,158,Direct,High,0,,0,0,,
F202011201520,Alliance Air,Dornier Do 228,25,Landing,BOM,COK,4.22,465,2029,3450,854,4,353,2630,2020-11-20,09:12,Summer,4.99,32,13,40.3,0.0,Clear,Moderate,39,30,Multiple_Waypoints,Low,0,,0,0,,
F202209031521,Akasa Air,Embraer E190,17,Taxi,BLR,DEL,2.77,863,5976,18272,10530,9,61,4750,2022-09-03,03:08,Monsoon,7.34,21,346,37.2,0.71,Cloudy,Severe,3000,777,Multiple_Waypoints,Low,0,,0,0,,
F202409051522,Star Air,Airbus A320,1,En_Route,IXB,MAA,1.05,1496,2039,19695,5222,7,370,4972,2024-09-05,15:37,Monsoon,4.65,17,99,22.8,12.44,Thunderstorms,None,412,33,Direct,Low,0,,0,0,,
F202211011523,Vistara,ATR 72,8,Landing,DEL,GOI,2.15,260,1633,5147,2458,9,293,6676,2022-11-01,10:30,Summer,7.79,33,215,29.0,0.0,Clear,Moderate,777,189,Multiple_Waypoints,Medium,0,,0,0,,
F202507061524,SpiceJet,ATR 72,15,Takeoff,HYD,IXB,1.85,736,568,9308,2585,8,209,2429,2025-07-06,10:08,Monsoon,2.17,0,301,27.3,4.7,Cloudy,Light,2024,412,Direct,High,0,,0,0,,
F202106141525,Alliance Air,Embraer E190,12,Taxi,CCU,HYD,1.26,1889,7251,13930,8370,7,162,8357,2021-06-14,10:53,Monsoon,5.49,18,231,15.1,4.65,Rain,Moderate,18,2024,Direct,Medium,0,,0,0,,
F202212031526,FlyBig,Airbus A320,8,Landing,BBI,CCU,2.47,147,5184,15306,12252,7,149,5063,2022-12-03,11:49,Summer,4.7,26,276,36.9,0.0,Clear,Moderate,85,18,Direct,Low,0,,0,0,,
F202208131527,FlyBig,Dornier Do 228,16,Takeoff,CCU,BBI,0.85,473,3632,18827,14189,4,204,197,2022-08-13,20:47,Monsoon,9.09,28,5,42.9,10.7,Rain,Light,18,85,Multiple_Waypoints,Low,0,,0,0,,
